id,original,surface,pronunciation,class,extinct
12671,チュウサギ,チュウサギ,チュウサギ,鳥類,no
12672,チュウジシギ,チュウジシギ,チュウジシギ,鳥類,no
12673,チュネルペトン,チュネルペトン,チュネルペトン,両生類,yes
12674,チュプカオルニス・ケラオルム,チュプカオルニス・ケラオルム,チュプカオルニス・ケラオルム,爬虫類,yes
12675,チョウコウイトウ,チョウコウイトウ,チョウコウイトウ,魚類,no
12676,チョウセンイチモンジタナゴ,チョウセンイチモンジタナゴ,チョウセンイチモンジタナゴ,魚類,no
12677,チョウセンウグイス,チョウセンウグイス,チョウセンウグイス,鳥類,no
12678,チョウセンウサギ,チョウセンウサギ,チョウセンウサギ,哺乳類,no
12679,チョウセンサンショウウオ,チョウセンサンショウウオ,チョウセンサンショウウオ,両生類,no
12680,チョウセンスズガエル,チョウセンスズガエル,チョウセンスズガエル,両生類,no
12681,チョウセントゲタナゴ,チョウセントゲタナゴ,チョウセントゲタナゴ,魚類,no
12682,チョウセンナメラ,チョウセンナメラ,チョウセンナメラ,爬虫類,no
12683,チョウセンプランシーガエル,チョウセンプランシーガエル,チョウセンプランシーガエル,両生類,no
12684,チョウセンボテ,チョウセンボテ,チョウセンボテ,魚類,no
12685,チョウチョウウオ,チョウチョウウオ,チョウチョウウオ,魚類,no
12686,チョウチンアンコウ,チョウチンアンコウ,チョウチンアンコウ,魚類,no
12687,チョウチンハダカ,チョウチンハダカ,チョウチンハダカ,魚類,no
12688,チョウハン,チョウハン,チョウハン,魚類,no
12689,チョコアメリカムシクイ,チョコアメリカムシクイ,チョコアメリカムシクイ,鳥類,no
12690,チョコオタテドリ,チョコオタテドリ,チョコオタテドリ,鳥類,no
12691,チョコプアーウィルヨタカ,チョコプアーウィルヨタカ,チョコプアーウィルヨタカ,鳥類,no
12692,チョコモズモドキ,チョコモズモドキ,チョコモズモドキ,鳥類,no
12693,チョコレートグラミー,チョコレートグラミー,チョコレートグラミー,魚類,no
12694,チョコレートタイヨウチョウ,チョコレートタイヨウチョウ,チョコレートタイヨウチョウ,鳥類,no
12695,チョプライア・ルピーコラ,チョプライア・ルピーコラ,チョプライア・ルピーコラ,魚類,no
12696,チリオオトウゾクカモメ,チリオオトウゾクカモメ,チリオオトウゾクカモメ,鳥類,no
12697,チリカワウソ,チリカワウソ,チリカワウソ,哺乳類,no
12698,チリブタバナスカンク,チリブタバナスカンク,チリブタバナスカンク,哺乳類,no
12699,チリメンナガクビガメ,チリメンナガクビガメ,チリメンナガクビガメ,爬虫類,no
12700,チリーアレチゲラ,チリーアレチゲラ,チリーアレチゲラ,鳥類,no
12701,チリーウミツバメ,チリーウミツバメ,チリーウミツバメ,鳥類,no
12702,チリークサカリドリ,チリークサカリドリ,チリークサカリドリ,鳥類,no
12703,チリーハイタカ,チリーハイタカ,チリーハイタカ,鳥類,no
12704,チリーバト,チリーバト,チリーバト,鳥類,no
12705,チロエオポッサム,チロエオポッサム,チロエオポッサム,哺乳類,no
12706,チワラスボ,チワラスボ,チワラスボ,魚類,no
12707,チンアナゴ,チンアナゴ,チンアナゴ,魚類,no
12708,チンオナガサザイチメドリ,チンオナガサザイチメドリ,チンオナガサザイチメドリ,鳥類,no
12709,チンハイイボイモリ,チンハイイボイモリ,チンハイイボイモリ,両生類,no
12710,チンハイガマトカゲ,チンハイガマトカゲ,チンハイガマトカゲ,爬虫類,no
12711,チンヒバァ,チンヒバァ,チンヒバァ,爬虫類,no
12712,チールス・ジルベルティ,チールス・ジルベルティ,チールス・ジルベルティ,魚類,no
12713,ツァンヘオテリウム,ツァンヘオテリウム,ツァンヘオテリウム,哺乳類,yes
12714,ツアモツショウビン,ツアモツショウビン,ツアモツショウビン,鳥類,no
12715,ツカエイ,ツカエイ,ツカエイ,魚類,no
12716,ツキチョウチョウウオ,ツキチョウチョウウオ,ツキチョウチョウウオ,魚類,no
12717,ツギオミカドヤモリ,ツギオミカドヤモリ,ツギオミカドヤモリ,爬虫類,no
12718,ツクシトビウオ,ツクシトビウオ,ツクシトビウオ,魚類,no
12719,ツクバハコネサンショウウオ,ツクバハコネサンショウウオ,ツクバハコネサンショウウオ,両生類,no
12720,ツグミチメドリ,ツグミチメドリ,ツグミチメドリ,鳥類,no
12721,ツケアゲエソ,ツケアゲエソ,ツケアゲエソ,魚類,no
12722,ツシマスベトカゲ,ツシマスベトカゲ,ツシマスベトカゲ,爬虫類,no
12723,ツシママムシ,ツシママムシ,ツシママムシ,爬虫類,no
12724,ツダンスキーゾウ,ツダンスキーゾウ,ツダンスキーゾウ,哺乳類,yes
12725,ツチイロヒメキツツキ,ツチイロヒメキツツキ,ツチイロヒメキツツキ,鳥類,no
12726,ツチイロヤブチメドリ,ツチイロヤブチメドリ,ツチイロヤブチメドリ,鳥類,no
12727,ツチホゼリ,ツチホゼリ,ツチホゼリ,魚類,no
12728,ツナギトゲオイグアナ,ツナギトゲオイグアナ,ツナギトゲオイグアナ,爬虫類,no
12729,ツノオオバン,ツノオオバン,ツノオオバン,鳥類,no
12730,ツノシマクジラ,ツノシマクジラ,ツノシマクジラ,哺乳類,no
12731,ツノシャチウオ,ツノシャチウオ,ツノシャチウオ,魚類,no
12732,ツノダシ,ツノダシ,ツノダシ,魚類,no
12733,ツノナガカジカ,ツノナガカジカ,ツノナガカジカ,魚類,no
12734,ツノハタタテダイ,ツノハタタテダイ,ツノハタタテダイ,魚類,no
12735,ツノホウセキハチドリ,ツノホウセキハチドリ,ツノホウセキハチドリ,鳥類,no
12736,ツノミカドヤモリ,ツノミカドヤモリ,ツノミカドヤモリ,爬虫類,no
12737,ツノラクダアンコウ,ツノラクダアンコウ,ツノラクダアンコウ,魚類,no
12738,ツバイヨシキリ,ツバイヨシキリ,ツバイヨシキリ,鳥類,no
12739,ツバクロエイ,ツバクロエイ,ツバクロエイ,魚類,no
12740,ツバクロザメ,ツバクロザメ,ツバクロザメ,魚類,no
12741,ツバメウオ,ツバメウオ,ツバメウオ,魚類,no
12742,ツバメオオガシラ,ツバメオオガシラ,ツバメオオガシラ,鳥類,no
12743,ツバメカザリドリ,ツバメカザリドリ,ツバメカザリドリ,鳥類,no
12744,ツバメゲリ,ツバメゲリ,ツバメゲリ,鳥類,no
12745,ツバメコノシロ,ツバメコノシロ,ツバメコノシロ,魚類,no
12746,ツバメタイランチョウ,ツバメタイランチョウ,ツバメタイランチョウ,鳥類,no
12747,ツボダイ,ツボダイ,ツボダイ,魚類,no
12748,ツマグロ,ツマグロ,ツマグロ,魚類,no
12749,ツマグロエイラクブカ,ツマグロエイラクブカ,ツマグロエイラクブカ,魚類,no
12750,ツマグロハタンポ,ツマグロハタンポ,ツマグロハタンポ,魚類,no
12751,ツマジロ,ツマジロ,ツマジロ,魚類,no
12752,ツマジロオコゼ,ツマジロオコゼ,ツマジロオコゼ,魚類,no
12753,ツマリツノザメ,ツマリツノザメ,ツマリツノザメ,魚類,no
12754,ツマリテングハギ,ツマリテングハギ,ツマリテングハギ,魚類,no
12755,ツムギハゼ,ツムギハゼ,ツムギハゼ,魚類,no
12756,ツムブリ,ツムブリ,ツムブリ,魚類,no
12757,ツメバガン,ツメバガン,ツメバガン,鳥類,no
12758,ツモアツシギ,ツモアツシギ,ツモアツシギ,鳥類,yes
12759,ツユベラ,ツユベラ,ツユベラ,魚類,no
12760,ツラアカボウシゲラ,ツラアカボウシゲラ,ツラアカボウシゲラ,鳥類,no
12761,ツラナガコビトザメ,ツラナガコビトザメ,ツラナガコビトザメ,魚類,no
12762,ツリスアマツバメ,ツリスアマツバメ,ツリスアマツバメ,鳥類,no
12763,ツリスガラ,ツリスガラ,ツリスガラ,鳥類,no
12764,ツリスコビトドリモドキ,ツリスコビトドリモドキ,ツリスコビトドリモドキ,鳥類,no
12765,ツルギエチオピア,ツルギエチオピア,ツルギエチオピア,魚類,no
12766,ツルギサンショウウオ,ツルギサンショウウオ,ツルギサンショウウオ,両生類,no
12767,ツルハシガラス,ツルハシガラス,ツルハシガラス,鳥類,no
12768,ツーストライプカメレオン,ツーストライプカメレオン,ツーストライプカメレオン,爬虫類,no
12769,ティアンユラプトル,ティアンユラプトル,ティアンユラプトル,爬虫類,yes
12770,ティモール・ニシキヘビ,ティモール・ニシキヘビ,ティモール・ニシキヘビ,爬虫類,no
12771,ティラコレオ,ティラコレオ,ティラコレオ,哺乳類,yes
12772,ティラノサウルス・レックス,ティラノサウルス・レックス,ティラノサウルス・レックス,爬虫類,yes
12773,ティラノティタン,ティラノティタン,ティラノティタン,爬虫類,yes
12774,ティラノネウステス,ティラノネウステス,ティラノネウステス,爬虫類,yes
12775,ティラノフリネ・プグナクス,ティラノフリネ・プグナクス,ティラノフリネ・プグナクス,魚類,no
12776,ティラノミムス・フクイエンシス,ティラノミムス・フクイエンシス,ティラノミムス・フクイエンシス,爬虫類,yes
12777,ティラピア,ティラピア,ティラピア,魚類,no
12778,ティラピア・グラハミイ,ティラピア・グラハミイ,ティラピア・グラハミイ,魚類,no
12779,テキサスクーター,テキサスクーター,テキサスクーター,爬虫類,no
12780,テキサスゴファーガメ,テキサスゴファーガメ,テキサスゴファーガメ,爬虫類,no
12781,テキサスチズガメ,テキサスチズガメ,テキサスチズガメ,爬虫類,no
12782,テキサスブタバナスカンク,テキサスブタバナスカンク,テキサスブタバナスカンク,哺乳類,no
12783,テクサケファレ,テクサケファレ,テクサケファレ,爬虫類,yes
12784,テクタセタカガメ,テクタセタカガメ,テクタセタカガメ,爬虫類,no
12785,テッケイ,テッケイ,テッケイ,鳥類,no
12786,テヅカミネコメガエル,テヅカミネコメガエル,テヅカミネコメガエル,両生類,no
12787,テティサウルス,テティサウルス,テティサウルス,爬虫類,yes
12788,テトラオドン・スコウテデニ,テトラオドン・スコウテデニ,テトラオドン・スコウテデニ,魚類,no
12789,テトラオドン・ドゥボイシィ,テトラオドン・ドゥボイシィ,テトラオドン・ドゥボイシィ,魚類,no
12790,テトラオドン・ファハカ,テトラオドン・ファハカ,テトラオドン・ファハカ,魚類,no
12791,テトラオドン・ミウルス,テトラオドン・ミウルス,テトラオドン・ミウルス,魚類,no
12792,テトラオドン・ムブ,テトラオドン・ムブ,テトラオドン・ムブ,魚類,no
12793,テトラカヒヨドリ,テトラカヒヨドリ,テトラカヒヨドリ,鳥類,no
12794,テナガミズテング,テナガミズテング,テナガミズテング,魚類,no
12795,テナセリムルトン,テナセリムルトン,テナセリムルトン,哺乳類,no
12796,テネリフェアオガラ,テネリフェアオガラ,テネリフェアオガラ,鳥類,no
12797,テネリフェジャイアントラット,テネリフェジャイアントラット,テネリフェジャイアントラット,哺乳類,no
12798,テリカラスモドキ,テリカラスモドキ,テリカラスモドキ,鳥類,yes
